instrumentum;darab;lots;hozam;nyerõDb;vesztõDb;tal arány;átl nyerõ;átl vesztõ;RR;profit faktor
manual;107;150.50;144443.80;57;50;53.3;7321.36;-5457.47;1.3;1.5
