nr;SP500_H_ADX;type;size;oPrice;cTime;cPrice;hossz(percben);komment;profit$;profit%;calcDate;hozam$;hoz%
1;2019.04.24 07:00;buy;1.30;2929.49000;2019.04.24 16:30;2932.11000;570.0;H_ADX_1[sl];977.76;0.19;2019.4.24;2171.64;0.51
