nr;FTSE100;type;size;oPrice;cTime;cPrice;hossz(percben);komment;profit$;profit%;calcDate;hozam$;hoz%
1;2019.04.25 16:00;sell;0.20;7428.32000;2019.05.02 09:59;7366.46000;9719.0;H_MSR[sl];4579.32;0.78;2019.5.2;-1507.21;-1.10
