nr;EURJPY;type;size;oPrice;cTime;cPrice;hossz(percben);komment;profit$;profit%;calcDate;hozam$;hoz%
1;2019.04.17 15:00;buy;0.02;126.54900;2019.04.17 20:45;126.58200;345.0;M5_Zoom;166.39;0.03;2019.4.17;-5408.81;-1.74
