nr;USDCAD_H_TSQ;type;size;oPrice;cTime;cPrice;hossz(percben);komment;profit$;profit%;calcDate;hozam$;hoz%
1;2019.04.29 19:00;sell;0.01;1.34477;2019.05.01 18:01;1.34211;2821.0;H_TSQ_1[sl];533.74;0.09;2019.5.1;2705.38;0.61
