nr;robot_TSQ;type;size;oPrice;cTime;cPrice;hossz(percben);komment;profit$;profit%;calcDate;hozam$;hoz%
1;2019.04.29 19:00;;0.01;1.34477;2019.05.01 18:01;1.34211;2821.0;;533.74;0.09;2019.5.1;1067.48;0.19
